celestialID,temperature,spectralClass,luminosity,age,life,orbitRadius,eccentricity,massDust,massGas,fragmented,density,surfaceGravity,escapeVelocity,orbitPeriod,rotationRate,locked,pressure,radius,mass
40008524,2119.0,M8 V,0.02153,2.308e+18,2.909e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,688000000,0
40008605,6135.0,F9 V,0.7664,4.997e+16,2.342e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,489700000,0
40008720,2394.0,M6 V,0.02571,2.035e+18,2.563e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,589000000,0
40008790,5401.0,G5 V,0.1763,2.065e+17,3.733e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,303100000,0
40008853,4421.0,K3 V,0.03431,2.94e+17,8.23e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,199600000,0
40008888,4996.0,K0 V,0.04614,5.346e+16,5.762e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,181200000,0
40008920,3962.0,K6 V,0.1636,3.128e+17,1.179e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,542400000,0
40009049,7314.0,F1 VI,0.2644,3.3e+16,1.062e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,202400000,0
40009076,7305.0,F1 V,1.692,2.175e+16,1.081e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,513100000,0
40009126,4624.0,K2 V,0.2321,3.188e+17,7.259e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,474400000,0
40009228,4796.0,K1 V,0.04031,2.328e+17,6.09e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,183800000,0
40009252,5845.0,G1 VI,0.04031,6.698e+16,2.825e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,123700000,0
40009268,3313.0,M0 V,0.01796,5.076e+17,1.805e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,257100000,0
40009332,2788.0,M4 V,0.01224,6.68e+17,2.3e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,299800000,0
40009390,4686.0,K1 IV,4.147,2.159e+17,6.407e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1952000000,0
40009503,6477.0,F6 VI,0.4043,7.72e+16,1.752e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,319100000,0
40009541,5408.0,G5 V,1.107,2.322e+17,3.834e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,757700000,0
40009603,4240.0,K4 V,0.03105,9.111e+16,9.228e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,206400000,0
40009639,4006.0,K6 V,0.02689,1.685e+17,1.131e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,215100000,0
40009680,5085.0,G9 V,0.8147,1.393e+17,5.159e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,735100000,0
40009800,3039.0,M2 V,0.0153,1.494e+18,2.047e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,281900000,0
40009863,4577.0,K2 V,0.09993,1.916e+17,7.187e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,317700000,0
40009916,4808.0,K1 V,0.04229,9.852e+16,6.352e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,187300000,0
40009947,6363.0,F7 V,2.37,8.804e+16,1.946e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,800700000,0
40010057,4915.0,K0 V,0.04685,1.494e+17,5.775e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,188700000,0
40010075,5557.0,G4 V,0.5079,2.068e+17,3.569e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,485900000,0
40010190,4235.0,K4 V,0.1975,5.568e+17,9.266e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,521600000,0
40010263,4601.0,K2 V,0.09507,5.802e+17,7.205e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,306700000,0
40010320,5394.0,G5 VI,0.07115,3.383e+17,3.869e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,193100000,0
40010345,3002.0,M2 V,0.01485,8.74e+17,1.995e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,284700000,0
40010403,5434.0,G5 V,0.1795,2.958e+17,3.851e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,302100000,0
40010449,3711.0,K8 V,0.05446,7.93e+16,1.482e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,356900000,0
40010539,4286.0,K4 V,0.03285,8.564e+17,9.037e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,207700000,0
40010580,3121.0,M2 V,0.0148,9.54e+17,2.004e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,262900000,0
40010642,3725.0,K8 V,0.1423,2.588e+17,1.476e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,572500000,0
40010745,3894.0,K7 V,0.0232,9.65e+17,1.331e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,211400000,0
40010779,2577.0,M5 V,0.01196,8.137e+17,2.413e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,346800000,0
